CustomerID,Gender,SeniorCitizen,Partner,Dependents,Tenure,PhoneService,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,SatisfactionScore,Churn
CUST0192,Male,0,No,No,30,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,One year,No,Mailed check,83.5,2523.25,5,No
CUST0193,Male,0,No,Yes,22,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,No,Electronic check,93.86,2083.95,2,No
CUST0194,Male,0,No,No,47,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,One year,Yes,Mailed check,95.45,4447.93,2,No
CUST0195,Male,0,Yes,Yes,19,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card,70.78,1331.56,1,Yes
CUST0196,Female,0,Yes,Yes,37,Yes,Fiber optic,No,No,No,No,No,No,One year,Yes,Mailed check,73.81,2719.2,2,No
CUST0197,Female,0,Yes,No,54,No,Fiber optic,No,No,No,No,Yes,Yes,Two year,No,Electronic check,69.55,3738.88,5,No
CUST0198,Female,1,Yes,No,67,Yes,DSL,No,No,No,No,No,Yes,Two year,Yes,Electronic check,64.07,4327.53,4,No
CUST0199,Male,1,Yes,Yes,0,Yes,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,63.52,63.52,5,No
CUST0200,Male,0,Yes,Yes,6,Yes,No,No service,No service,No service,No service,No service,No service,Month-to-month,No,Credit card,18.25,108.77,4,No
CUST0201,Male,0,Yes,Yes,56,Yes,No,No service,No service,No service,No service,No service,No service,Month-to-month,No,Credit card,18.25,1033.04,2,No
CUST0202,Female,0,No,No,11,Yes,DSL,No,Yes,Yes,No,Yes,No,One year,Yes,Credit card,57.69,645.98,3,No
CUST0203,Male,0,No,No,4,Yes,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Bank transfer,79.2,250.1,3,No
CUST0204,Male,1,Yes,Yes,49,Yes,No,No service,No service,No service,No service,No service,No service,One year,No,Mailed check,28.34,1375.73,5,No
CUST0205,Female,0,No,Yes,41,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer,80.81,3284.95,5,No
CUST0206,Male,0,Yes,No,11,Yes,DSL,Yes,Yes,No,No,Yes,Yes,Two year,Yes,Mailed check,79.71,884.82,2,Yes
CUST0207,Female,0,Yes,No,17,Yes,DSL,No,No,No,No,Yes,No,Two year,Yes,Bank transfer,62.85,1062.67,3,No
CUST0208,Female,0,No,No,65,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,78.0,5070.31,3,Yes
CUST0209,Female,0,No,Yes,16,Yes,No,No service,No service,No service,No service,No service,No service,One year,No,Bank transfer,20.58,287.71,5,No
CUST0210,Male,0,Yes,Yes,67,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,One year,No,Electronic check,98.69,6606.03,3,No
CUST0211,Male,0,No,No,70,Yes,DSL,Yes,No,No,Yes,Yes,Yes,One year,Yes,Electronic check,74.86,5262.5,5,No
CUST0212,Male,0,No,No,61,Yes,DSL,Yes,No,No,Yes,No,No,Two year,No,Credit card,52.31,3219.1,1,No
CUST0213,Male,0,No,Yes,40,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card,86.51,3474.78,3,No
CUST0214,Male,0,No,No,33,Yes,No,No service,No service,No service,No service,No service,No service,One year,Yes,Mailed check,43.98,1424.63,4,No
CUST0215,Male,0,No,Yes,69,No,Fiber optic,No,No,No,No,Yes,No,One year,No,Electronic check,75.84,5258.15,2,No
CUST0216,Male,0,Yes,No,44,Yes,Fiber optic,No,Yes,No,Yes,No,No,Two year,Yes,Credit card,74.94,3311.84,5,No
CUST0217,Female,0,Yes,No,57,Yes,DSL,No,No,No,No,Yes,No,Two year,No,Bank transfer,51.38,2926.32,3,No
CUST0218,Male,0,Yes,Yes,50,Yes,No,No service,No service,No service,No service,No service,No service,Two year,Yes,Mailed check,21.97,1058.0,3,No
CUST0219,Female,0,Yes,No,33,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Bank transfer,75.8,2520.47,5,No
CUST0220,Male,0,No,No,43,Yes,DSL,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Mailed check,68.53,2934.95,4,No
CUST0221,Male,0,Yes,No,14,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,74.96,1056.36,3,No
CUST0222,Male,1,No,No,69,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card,59.68,4119.29,1,No
CUST0223,Female,0,No,Yes,49,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,61.07,3023.2,2,No
CUST0224,Female,0,No,No,31,Yes,DSL,No,Yes,No,No,Yes,Yes,Two year,No,Electronic check,45.96,1422.25,5,No
CUST0225,Female,0,No,Yes,66,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,72.23,4766.88,3,No
CUST0226,Female,0,No,No,2,Yes,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,43.9,119.37,2,Yes
CUST0227,Male,0,Yes,No,50,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,66.15,3294.34,5,No
CUST0228,Female,0,No,No,66,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,No,Electronic check,86.01,5692.95,5,No
CUST0229,Male,0,Yes,Yes,47,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,One year,Yes,Electronic check,97.29,4568.66,5,No
CUST0230,Male,0,No,No,16,Yes,DSL,No,No,No,No,Yes,No,Two year,Yes,Electronic check,60.6,949.55,4,No
CUST0231,Female,0,Yes,No,6,Yes,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,55.46,332.78,1,Yes
CUST0232,Female,0,No,No,12,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,73.03,890.19,5,No
CUST0233,Female,0,No,Yes,65,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer,84.64,5528.67,4,No
CUST0234,Female,0,Yes,Yes,3,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,43.03,158.58,5,No
CUST0235,Female,0,Yes,No,9,Yes,No,No service,No service,No service,No service,No service,No service,Month-to-month,No,Electronic check,21.12,184.18,5,Yes
CUST0236,Female,0,No,No,16,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer,65.4,1026.66,4,No
CUST0237,Female,0,No,Yes,51,Yes,No,No service,No service,No service,No service,No service,No service,Month-to-month,Yes,Credit card,20.66,1047.29,1,No
CUST0238,Female,0,No,No,5,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Credit card,83.96,396.17,2,Yes
CUST0239,Male,0,No,No,68,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Two year,No,Electronic check,58.57,3978.41,3,No
CUST0240,Female,0,Yes,No,8,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card,81.32,643.73,5,Yes
CUST0241,Female,0,Yes,Yes,20,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,56.27,1139.95,1,No
CUST0242,Male,0,Yes,Yes,23,No,Fiber optic,Yes,Yes,No,No,No,Yes,Two year,No,Electronic check,94.4,2127.08,3,No
CUST0243,Female,0,No,No,3,Yes,DSL,No,No,No,No,Yes,No,One year,Yes,Electronic check,37.15,96.78,5,No
CUST0244,Male,0,Yes,Yes,23,Yes,No,No service,No service,No service,No service,No service,No service,One year,Yes,Electronic check,19.39,431.46,3,No
CUST0245,Male,0,No,No,58,Yes,DSL,No,No,No,No,Yes,No,One year,Yes,Mailed check,43.92,2571.1,4,No
CUST0246,Female,0,No,No,2,Yes,No,No service,No service,No service,No service,No service,No service,Two year,No,Bank transfer,26.96,31.64,1,No
CUST0247,Male,1,No,No,67,Yes,No,No service,No service,No service,No service,No service,No service,Two year,No,Bank transfer,26.03,1748.54,1,No
CUST0248,Male,0,No,No,39,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,No,Electronic check,99.06,3860.78,2,No
CUST0249,Male,1,No,No,47,No,Fiber optic,No,No,Yes,Yes,No,No,Two year,Yes,Electronic check,74.37,3516.25,2,No
CUST0250,Male,0,Yes,Yes,53,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,97.08,5157.16,3,No
CUST0251,Female,0,No,No,34,Yes,No,No service,No service,No service,No service,No service,No service,Month-to-month,No,Mailed check,18.25,622.92,4,No
CUST0252,Male,0,No,No,55,No,Fiber optic,No,No,No,Yes,Yes,No,Two year,Yes,Credit card,66.12,3625.51,3,No
CUST0253,Female,1,No,No,39,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer,84.79,3269.76,5,Yes
CUST0254,Male,0,No,Yes,67,Yes,Fiber optic,Yes,No,No,No,No,No,Two year,Yes,Credit card,74.73,5011.85,1,No
CUST0255,Male,0,Yes,Yes,45,Yes,No,No service,No service,No service,No service,No service,No service,Month-to-month,No,Bank transfer,25.4,1153.61,3,No
CUST0256,Male,0,Yes,Yes,12,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,61.19,702.78,3,Yes
CUST0257,Male,0,No,No,26,Yes,Fiber optic,No,No,Yes,No,No,Yes,Two year,Yes,Mailed check,90.58,2330.41,1,No
CUST0258,Female,1,Yes,No,5,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,81.05,410.3,1,Yes
CUST0259,Female,0,No,No,16,No,No,No service,No service,No service,No service,No service,No service,Two year,No,Mailed check,18.25,298.78,2,No
CUST0260,Male,0,No,Yes,35,Yes,Fiber optic,No,Yes,No,Yes,No,No,Two year,Yes,Credit card,80.81,2808.54,2,No
CUST0261,Male,0,Yes,Yes,1,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Two year,Yes,Mailed check,73.74,62.26,1,No
CUST0262,Female,1,No,No,51,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,89.8,4543.07,3,No
CUST0263,Male,1,Yes,No,65,No,No,No service,No service,No service,No service,No service,No service,One year,No,Bank transfer,28.79,1898.9,5,No
CUST0264,Male,0,No,Yes,51,Yes,Fiber optic,No,No,Yes,Yes,No,No,Two year,Yes,Credit card,69.07,3496.57,3,No
CUST0265,Male,0,No,No,42,Yes,No,No service,No service,No service,No service,No service,No service,One year,Yes,Mailed check,18.25,777.35,5,No
CUST0266,Female,1,No,Yes,21,Yes,DSL,No,Yes,No,No,No,No,One year,Yes,Bank transfer,42.6,893.9,1,No
CUST0267,Female,0,Yes,No,54,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,Two year,No,Electronic check,103.74,5627.75,5,No
CUST0268,Female,0,Yes,No,66,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Mailed check,85.11,5601.41,2,No
CUST0269,Male,1,No,Yes,59,Yes,No,No service,No service,No service,No service,No service,No service,Two year,Yes,Electronic check,42.78,2525.25,1,No
CUST0270,Male,0,No,Yes,57,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,46.26,2602.85,4,No
CUST0271,Female,0,No,No,11,No,No,No service,No service,No service,No service,No service,No service,Month-to-month,Yes,Bank transfer,18.25,161.98,5,No
CUST0272,Female,0,Yes,Yes,68,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,73.86,5034.41,5,No
CUST0273,Female,1,Yes,No,38,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer,76.03,2853.44,4,No
CUST0274,Female,1,Yes,No,12,Yes,DSL,No,Yes,Yes,No,Yes,Yes,One year,No,Credit card,62.07,740.28,4,No
CUST0275,Male,1,No,No,40,Yes,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,61.0,2460.23,1,Yes
CUST0276,Female,0,Yes,No,56,Yes,Fiber optic,No,No,No,Yes,No,Yes,Two year,No,Bank transfer,80.77,4538.05,3,No
CUST0277,Male,1,Yes,No,52,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,55.32,2863.35,4,No
CUST0278,Female,1,No,Yes,11,Yes,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,49.78,515.81,5,Yes
CUST0279,Male,0,Yes,No,12,Yes,No,No service,No service,No service,No service,No service,No service,Month-to-month,No,Bank transfer,18.9,236.99,4,No
CUST0280,Female,0,No,No,56,No,DSL,No,No,No,No,No,Yes,One year,Yes,Bank transfer,48.56,2746.21,1,No
CUST0281,Female,0,No,No,39,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,44.94,1739.42,1,No
CUST0282,Female,0,No,Yes,44,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Credit card,92.55,4056.13,5,No
CUST0283,Female,0,Yes,Yes,34,Yes,Fiber optic,No,Yes,No,Yes,No,No,One year,Yes,Mailed check,94.09,3188.56,5,No
CUST0284,Male,0,Yes,No,2,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Credit card,73.28,157.99,5,No
CUST0285,Female,0,No,Yes,4,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,71.86,312.01,3,Yes
CUST0286,Male,0,No,No,10,Yes,Fiber optic,Yes,No,Yes,No,No,No,Two year,Yes,Electronic check,73.4,709.21,5,No
CUST0287,Male,0,No,No,70,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,76.5,5325.03,1,Yes
CUST0288,Male,0,Yes,No,55,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,55.69,3109.75,1,No
CUST0289,Male,0,No,No,9,Yes,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer,61.92,553.73,4,Yes
CUST0290,Female,0,No,No,33,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer,93.83,3101.45,5,No
CUST0291,Male,0,No,No,66,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,One year,No,Mailed check,64.79,4262.3,3,No
CUST0292,Male,0,No,Yes,71,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,83.93,5968.83,2,Yes
CUST0293,Male,0,No,No,30,Yes,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Mailed check,71.32,2158.8,4,No
CUST0294,Female,0,No,No,70,Yes,Fiber optic,Yes,No,No,No,No,No,Two year,Yes,Electronic check,78.68,5513.6,3,No
CUST0295,Female,1,Yes,No,65,Yes,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer,52.83,3468.77,5,No
CUST0296,Female,0,No,No,69,Yes,DSL,No,No,No,No,Yes,No,Two year,No,Credit card,59.57,4103.8,3,No
CUST0297,Female,0,Yes,No,40,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Credit card,92.31,3687.14,2,Yes
CUST0298,Male,0,Yes,No,62,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,99.55,6176.73,3,Yes
CUST0299,Male,1,Yes,No,31,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,81.35,2531.15,2,Yes
CUST0300,Female,0,Yes,Yes,19,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,39.04,746.32,2,No
CUST0301,Male,1,Yes,No,56,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,One year,Yes,Credit card,80.04,4456.55,2,No
CUST0302,Male,0,Yes,No,49,Yes,No,No service,No service,No service,No service,No service,No service,Month-to-month,Yes,Bank transfer,26.02,1281.23,3,No
CUST0303,Male,1,No,No,24,No,DSL,Yes,Yes,Yes,No,No,Yes,Two year,No,Electronic check,58.86,1405.16,5,No
CUST0304,Female,0,No,No,11,No,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Mailed check,91.57,995.65,1,Yes
CUST0305,Female,1,Yes,No,70,Yes,No,No service,No service,No service,No service,No service,No service,Month-to-month,No,Bank transfer,18.25,1278.15,1,No
CUST0306,Male,0,No,Yes,38,Yes,DSL,No,No,Yes,No,Yes,No,One year,Yes,Bank transfer,59.02,2223.53,3,No
CUST0307,Female,0,No,No,16,Yes,Fiber optic,Yes,No,No,No,No,No,Two year,No,Credit card,91.79,1445.93,5,No
CUST0308,Female,0,Yes,Yes,44,Yes,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,54.35,2339.09,1,Yes
CUST0309,Female,0,Yes,No,10,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Credit card,85.55,890.44,2,Yes
CUST0310,Female,0,No,No,69,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,63.43,4387.78,3,No
CUST0311,Female,1,No,Yes,22,No,No,No service,No service,No service,No service,No service,No service,Month-to-month,Yes,Credit card,27.61,605.08,3,Yes
CUST0312,Male,1,No,Yes,69,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card,67.38,4635.88,4,No
CUST0313,Female,0,Yes,No,37,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer,80.87,2934.67,4,No
CUST0314,Male,0,Yes,Yes,1,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,Yes,Bank transfer,88.13,73.56,4,No
CUST0315,Male,0,Yes,No,71,Yes,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Electronic check,86.58,6161.5,5,No
CUST0316,Female,0,Yes,Yes,36,Yes,Fiber optic,No,No,No,Yes,No,No,One year,Yes,Electronic check,72.77,2638.56,3,No
CUST0317,Male,0,Yes,Yes,48,Yes,No,No service,No service,No service,No service,No service,No service,Month-to-month,No,Electronic check,20.62,1002.61,4,No
CUST0318,Male,0,Yes,No,51,Yes,No,No service,No service,No service,No service,No service,No service,Month-to-month,No,Electronic check,18.25,933.92,3,No
CUST0319,Male,0,No,No,32,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Mailed check,95.64,3086.56,2,Yes
CUST0320,Female,0,No,No,21,Yes,No,No service,No service,No service,No service,No service,No service,Month-to-month,Yes,Electronic check,21.24,439.47,4,No
CUST0321,Female,0,Yes,No,4,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Credit card,86.97,369.58,3,No
CUST0322,Male,0,No,No,17,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,67.25,1135.56,5,No
CUST0323,Female,0,Yes,No,37,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer,59.01,2165.75,5,No
CUST0324,Female,0,Yes,No,36,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer,48.35,1720.49,5,No
CUST0325,Female,1,Yes,No,63,Yes,DSL,No,Yes,No,Yes,No,Yes,Two year,No,Electronic check,66.35,4158.76,4,No
CUST0326,Female,0,No,No,9,Yes,DSL,Yes,No,No,No,Yes,No,One year,Yes,Electronic check,65.59,603.49,5,No
CUST0327,Male,0,No,No,41,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,90.48,3694.83,1,No
CUST0328,Male,0,No,Yes,47,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card,89.44,4183.02,2,No
CUST0329,Female,0,Yes,No,43,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer,83.99,3625.84,3,No
CUST0330,Female,1,No,Yes,15,No,No,No service,No service,No service,No service,No service,No service,One year,No,Electronic check,26.2,399.56,1,Yes
CUST0331,Male,0,Yes,No,53,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Two year,No,Credit card,87.29,4645.62,4,No
CUST0332,Male,0,No,Yes,34,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,109.44,3731.21,3,No
CUST0333,Female,0,No,No,27,Yes,DSL,No,No,No,No,No,Yes,One year,No,Bank transfer,49.21,1313.61,3,Yes
CUST0334,Male,1,Yes,No,1,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,65.74,67.26,5,Yes
CUST0335,Female,1,No,Yes,12,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer,91.99,1106.38,3,Yes
CUST0336,Female,0,No,Yes,40,No,Fiber optic,Yes,Yes,No,No,No,Yes,Two year,No,Credit card,90.88,3616.82,3,No
CUST0337,Male,0,Yes,Yes,58,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,No,Bank transfer,63.91,3684.69,2,No
CUST0338,Male,0,No,No,68,Yes,DSL,No,No,No,Yes,No,No,Two year,Yes,Mailed check,57.43,3891.63,4,No
CUST0339,Female,1,Yes,No,52,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,73.98,3887.69,1,Yes
CUST0340,Female,0,No,Yes,44,Yes,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,No,Credit card,56.45,2475.55,5,No
CUST0341,Male,1,No,No,19,Yes,DSL,No,No,No,No,Yes,Yes,One year,No,Mailed check,43.14,844.32,2,No
CUST0342,Female,0,No,No,23,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,54.96,1254.71,1,Yes
CUST0343,Male,0,No,No,60,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer,55.27,3333.98,1,No
CUST0344,Female,0,No,No,57,Yes,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,54.58,3129.11,2,No
CUST0345,Male,0,Yes,No,26,Yes,DSL,No,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,48.21,1272.51,5,Yes
CUST0346,Male,0,No,No,25,Yes,No,No service,No service,No service,No service,No service,No service,Month-to-month,Yes,Credit card,23.89,605.01,4,No
CUST0347,Male,0,Yes,Yes,6,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,61.97,399.37,2,Yes
CUST0348,Female,0,No,Yes,41,Yes,DSL,No,No,No,Yes,Yes,Yes,One year,Yes,Electronic check,61.52,2529.89,2,No
CUST0349,Female,0,Yes,Yes,46,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Bank transfer,64.21,2987.93,2,No
CUST0350,Male,0,Yes,Yes,52,Yes,Fiber optic,Yes,No,No,No,Yes,No,Two year,Yes,Credit card,79.31,4091.72,5,No
CUST0351,Female,0,No,No,58,Yes,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,54.57,3172.03,2,No
CUST0352,Male,1,Yes,No,37,Yes,No,No service,No service,No service,No service,No service,No service,One year,No,Bank transfer,18.25,680.92,2,No
CUST0353,Male,1,No,No,68,No,No,No service,No service,No service,No service,No service,No service,Month-to-month,No,Bank transfer,18.25,1222.27,3,Yes
CUST0354,Female,1,Yes,Yes,52,Yes,DSL,Yes,No,No,No,Yes,No,One year,No,Electronic check,69.84,3643.27,3,No
CUST0355,Female,1,Yes,Yes,14,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Mailed check,89.05,1216.9,3,No
CUST0356,Male,0,No,No,25,Yes,DSL,No,No,Yes,No,Yes,No,Two year,No,Electronic check,43.86,1083.42,3,No
CUST0357,Female,0,Yes,No,47,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer,86.25,4013.77,2,No
CUST0358,Female,0,Yes,Yes,18,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card,79.2,1456.77,3,Yes
CUST0359,Male,0,No,No,8,Yes,DSL,No,Yes,Yes,Yes,Yes,No,One year,Yes,Electronic check,62.81,497.85,1,Yes
CUST0360,Male,0,Yes,No,63,Yes,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Credit card,51.73,3302.33,4,No
CUST0361,Female,0,No,No,53,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer,93.05,4947.71,3,No
CUST0362,Male,0,Yes,No,50,Yes,Fiber optic,No,No,No,No,Yes,Yes,Two year,No,Mailed check,86.55,4336.46,5,No
CUST0363,Male,0,Yes,Yes,38,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer,73.22,2770.64,4,No
CUST0364,Female,0,No,Yes,3,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Two year,No,Electronic check,84.04,231.19,1,Yes
CUST0365,Male,0,Yes,No,2,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card,83.74,177.94,4,No
CUST0366,Male,0,Yes,No,63,Yes,No,No service,No service,No service,No service,No service,No service,One year,Yes,Mailed check,27.49,1730.44,4,No
CUST0367,Female,0,Yes,No,28,Yes,DSL,No,Yes,No,No,No,Yes,One year,Yes,Bank transfer,58.71,1617.09,1,No
CUST0368,Female,1,Yes,No,10,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Bank transfer,80.58,775.46,3,Yes
CUST0369,Male,0,No,Yes,57,Yes,Fiber optic,No,Yes,No,No,No,No,Two year,No,Mailed check,74.71,4239.3,1,No
CUST0370,Male,0,Yes,No,26,Yes,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,No,Credit card,62.76,1668.18,5,No
CUST0371,Female,1,No,Yes,20,Yes,Fiber optic,No,Yes,No,No,Yes,No,Two year,No,Bank transfer,76.25,1569.27,1,Yes
CUST0372,Female,1,No,No,38,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,No,Credit card,101.57,3863.76,2,No
CUST0373,Female,1,Yes,No,45,Yes,No,No service,No service,No service,No service,No service,No service,Month-to-month,No,Bank transfer,18.25,824.23,2,Yes
CUST0374,Female,0,No,No,65,Yes,DSL,Yes,Yes,No,No,No,No,Two year,No,Electronic check,51.71,3354.42,4,No
CUST0375,Male,0,Yes,No,35,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card,79.89,2777.46,3,No
CUST0376,Female,0,No,No,64,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,Yes,Bank transfer,75.94,4887.66,3,No
CUST0377,Female,0,Yes,No,62,Yes,No,No service,No service,No service,No service,No service,No service,Month-to-month,Yes,Bank transfer,18.25,1168.97,2,No
CUST0378,Male,0,No,No,34,No,DSL,Yes,No,No,No,Yes,Yes,Two year,Yes,Credit card,60.5,2039.13,5,No
CUST0379,Female,0,No,Yes,30,Yes,No,No service,No service,No service,No service,No service,No service,One year,Yes,Electronic check,18.25,545.84,1,No
CUST0380,Male,0,Yes,Yes,27,Yes,No,No service,No service,No service,No service,No service,No service,Month-to-month,Yes,Mailed check,18.25,483.75,1,No
CUST0381,Female,0,No,Yes,0,No,DSL,No,No,No,Yes,No,No,One year,Yes,Electronic check,56.05,56.05,1,No
CUST0382,Female,0,No,Yes,24,Yes,No,No service,No service,No service,No service,No service,No service,Month-to-month,Yes,Bank transfer,18.36,464.36,5,No
CUST0383,Female,0,Yes,No,42,Yes,No,No service,No service,No service,No service,No service,No service,Month-to-month,No,Credit card,30.28,1245.52,5,No
